UPI_Remitter_Banks,Date,Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Debit_Reversal_Success_percent,Total_Debit_Reversal_Count_In_Million,Total_Volume_In_Million
Kotak Mahindra Bank,2023-04-01 00:00:00,0.9451,0.0495,0.0054,0.8986,3.72,420.44
UCO Bank,2024-02-01 00:00:00,0.9451,0.0538,0.0011,0.8767,0.63,148.69
IDBI Bank,2022-09-01 00:00:00,0.9452,0.0412,0.0136,0.8209,0.51,91.74
Bank of India,2022-05-01 00:00:00,0.9452,0.0525,0.0023,0.8937,0.92,215.62
Saraswat Bank,2024-07-01 00:00:00,0.9454,0.0513,0.0033,0.63,0.12,23.62
Federal Bank,2023-01-01 00:00:00,0.9454,0.054,0.0006,0.9841,0.44,133.32
Bank of India,2024-02-01 00:00:00,0.9455,0.0455,0.009,0.6773,2.12,389.19
Bank of Baroda,2023-12-01 00:00:00,0.9455,0.0494,0.0051,0.8702,3.3,766.81
ESAF Small Finance Bank Ltd,2023-12-01 00:00:00,0.9455,0.0513,0.0031,0.9377,0.08,19.79
State Bank of India,2024-07-01 00:00:00,0.9455,0.0531,0.0014,0.9694,12.09,3912.83
HDFC Bank,2022-07-01 00:00:00,0.9455,0.0537,0.0008,0.9877,2.44,570.34
Standard Chartered,2022-01-01 00:00:00,0.9456,0.0344,0.02,0.5059,0.11,12.23
Indian Bank,2023-05-01 00:00:00,0.9456,0.0474,0.007,0.8991,0.79,257.31
DBS Bank,2022-04-01 00:00:00,0.9456,0.0517,0.0027,0.9653,0.09,19.33
IDBI Bank,2022-01-01 00:00:00,0.9457,0.0469,0.0075,0.6413,0.57,66.58
AU Small Finance Bank,2023-02-01 00:00:00,0.9457,0.0536,0.0007,0.969,0.1,20.98
Punjab National Bank,2023-05-01 00:00:00,0.9458,0.0473,0.0069,0.8928,1.87,455.13
IDBI Bank,2022-05-01 00:00:00,0.9458,0.0495,0.0047,0.9221,0.37,83.34
Saraswat Bank,2022-05-01 00:00:00,0.9459,0.0412,0.013,0.6734,0.06,12.28
Saraswat Bank,2024-01-01 00:00:00,0.946,0.0452,0.0087,0.6288,0.11,21.62
ICICI Bank,2022-11-01 00:00:00,0.946,0.0475,0.0065,0.6784,2.91,396.06
Federal Bank,2023-03-01 00:00:00,0.946,0.051,0.0031,0.9218,0.51,142.93
Tamilnad Mercantile Bank,2023-11-01 00:00:00,0.946,0.0511,0.0029,0.79,0.08,29.1
Federal Bank,2022-10-01 00:00:00,0.946,0.0522,0.0018,0.9656,0.97,118.98
IDBI Bank,2022-03-01 00:00:00,0.9461,0.044,0.0098,0.7756,0.54,76.63
The South Indian Bank Limited,2024-10-01 00:00:00,0.9461,0.0525,0.0014,0.9872,0.18,64.32
Indian Overseas Bank,2023-11-01 00:00:00,0.9462,0.0441,0.0098,0.94,0.61,151.39
Bank of Maharashtra,2023-10-01 00:00:00,0.9462,0.049,0.0048,0.86,0.42,126.73
Kotak Mahindra Bank,2022-11-01 00:00:00,0.9462,0.0507,0.0031,0.7121,1.18,325.86
HDFC Bank,2022-02-01 00:00:00,0.9462,0.052,0.0019,0.9632,2.37,400.52
Bank of India,2024-03-01 00:00:00,0.9463,0.0503,0.0034,0.8444,2.23,434.19
IDBI Bank,2023-10-01 00:00:00,0.9464,0.0377,0.0159,0.87,0.94,136.12
Ujjivan Small Finance Bank,2024-11-01 00:00:00,0.9464,0.0499,0.0038,0.817,0.17,45.21
Bank of Baroda,2023-07-01 00:00:00,0.9464,0.0521,0.0015,0.9973,2.143761,645.14
Ujjivan Small Finance Bank,2024-10-01 00:00:00,0.9465,0.0498,0.0037,0.8684,0.19,48.67
Bank of India,2022-06-01 00:00:00,0.9465,0.0511,0.0024,0.9442,0.92,210.67
The South Indian Bank Limited,2024-11-01 00:00:00,0.9465,0.0528,0.0007,0.9931,0.13,62.85
CITI Bank,2022-06-01 00:00:00,0.9468,0.0429,0.0103,0.9783,0.04,16.78
AU Small Finance Bank,2023-12-01 00:00:00,0.9468,0.043,0.0102,0.9901,0.26,36.18
CITI Bank,2022-01-01 00:00:00,0.9468,0.0459,0.0072,0.995,0.07,14.16
ESAF Small Finance Bank Ltd,2024-04-01 00:00:00,0.9468,0.0492,0.004,0.9216,0.1,21.48
Punjab National Bank,2023-02-01 00:00:00,0.9468,0.0498,0.0033,0.9695,1.7,351.6
YES Bank,2022-02-01 00:00:00,0.9468,0.0505,0.0028,0.677,0.11,53.95
HDFC Bank,2022-11-01 00:00:00,0.9468,0.0516,0.0016,0.9946,2.29,649.64
Saraswat Bank,2022-01-01 00:00:00,0.9469,0.0489,0.0043,0.7407,0.06,10.21
DBS Bank,2024-03-01 00:00:00,0.947,0.0504,0.0026,0.8196,0.11,26.67
YES Bank,2024-02-01 00:00:00,0.947,0.0506,0.0024,0.8609,0.28,93.4
Federal Bank,2024-04-01 00:00:00,0.947,0.0526,0.0004,0.9958,0.71,206.55
IDBI Bank,2022-10-01 00:00:00,0.9471,0.0409,0.012,0.8361,0.84,97.92
Indian Overseas Bank,2023-03-01 00:00:00,0.9472,0.0475,0.0053,0.9465,0.51,114.43
AU Small Finance Bank,2023-04-01 00:00:00,0.9473,0.0516,0.0011,0.0003,0.09,25.25
Axis Bank,2022-06-01 00:00:00,0.9474,0.0444,0.0081,0.7752,1.28,309.01
HDFC Bank,2024-10-01 00:00:00,0.9474,0.0524,0.0002,0.9984,4.26,1409.32
ICICI Bank,2022-10-01 00:00:00,0.9475,0.0476,0.0049,0.9059,0.91,401.27
IDBI Bank,2022-04-01 00:00:00,0.9476,0.0441,0.0083,0.6701,0.66,78.15
CITI Bank,2022-05-01 00:00:00,0.9476,0.0454,0.007,0.998,0.04,17.12
ESAF Small Finance Bank Ltd,2023-11-01 00:00:00,0.9476,0.049,0.0034,0.97,0.05,18.18
IDBI Bank,2023-02-01 00:00:00,0.9477,0.0402,0.012,0.8698,0.57,97.58
Saraswat Bank,2022-04-01 00:00:00,0.9477,0.0447,0.0076,0.7926,0.07,11.82
Punjab National Bank,2024-01-01 00:00:00,0.9478,0.0495,0.0027,0.8858,2.61,618.95
Federal Bank,2024-03-01 00:00:00,0.9479,0.0501,0.002,0.9804,0.76,204.83
State Bank of India,2024-05-01 00:00:00,0.948,0.0501,0.002,0.9855,13.29,3758.35
Union Bank of India,2023-08-01 00:00:00,0.9481,0.042,0.01,0.64,3.42,662.03
YES Bank,2022-11-01 00:00:00,0.9481,0.0434,0.0085,0.935,0.3,80.19
State Bank of India,2023-11-01 00:00:00,0.9481,0.0447,0.0072,0.87,10.71,2861.65
State Bank of India,2024-06-01 00:00:00,0.9482,0.0495,0.0022,0.9779,10.49,3738
Kotak Mahindra Bank,2023-08-01 00:00:00,0.9482,0.0513,0.0005,0.85,1.25,498.97
Axis Bank,2024-10-01 00:00:00,0.9482,0.0513,0.0006,0.957,2.3,827.97
State Bank of India,2024-02-01 00:00:00,0.9483,0.0423,0.0094,0.9058,13.94,3135.27
South Indian Bank,2023-03-01 00:00:00,0.9483,0.0489,0.0028,0.9361,0.12,37.12
Kotak Mahindra Bank,2023-07-01 00:00:00,0.9483,0.0513,0.0004,1,1.303627,460.81
Indian Overseas Bank,2023-10-01 00:00:00,0.9484,0.0448,0.0067,0.89,0.69,151.31
Union Bank of India,2023-03-01 00:00:00,0.9484,0.0465,0.0051,0.756,2.6,538.68
ICICI Bank,2022-06-01 00:00:00,0.9484,0.0469,0.0047,0.9267,1.19,343.52
Bank of Maharashtra,2023-11-01 00:00:00,0.9484,0.0475,0.0041,0.88,0.38,122.25
ESAF Small Finance Bank Ltd,2024-07-01 00:00:00,0.9484,0.0494,0.0022,0.9314,0.08,24.06
Punjab National Bank,2024-02-01 00:00:00,0.9485,0.049,0.0025,0.9732,2.5,628.99
Union Bank of India,2023-12-01 00:00:00,0.9486,0.0438,0.0076,0.5966,5.38,745.87
Saraswat Bank,2024-06-01 00:00:00,0.9486,0.0471,0.0043,0.96,0.15,23.45
Bandhan Bank,2023-09-01 00:00:00,0.9486,0.0472,0.0042,0.7,0.21,43.57
YES Bank,2022-07-01 00:00:00,0.9486,0.0497,0.0017,0,0,92.32
ICICI Bank,2022-05-01 00:00:00,0.9487,0.0486,0.0027,0.9347,1.27,342.09
Kotak Mahindra Bank,2023-11-01 00:00:00,0.9487,0.0505,0.0008,0.93,1.34,543.5
IDBI Bank,2022-08-01 00:00:00,0.9488,0.0439,0.0073,86.25,0.47,89.05
Bank of India,2023-01-01 00:00:00,0.9488,0.045,0.0062,0.7507,1.33,273.77
Saraswat Bank,2024-04-01 00:00:00,0.949,0.0448,0.0062,0.7537,0.11,23.34
CITI Bank,2022-12-01 00:00:00,0.9491,0.0413,0.0097,0.4443,0.15,19.24
Indian Overseas Bank,2023-06-01 00:00:00,0.9491,0.0452,0.0057,0.9224,0.45,121.04
Indian Bank,2023-06-01 00:00:00,0.9491,0.0467,0.0042,0.6848,1.17,254.86
YES Bank,2024-01-01 00:00:00,0.9492,0.0498,0.001,0.93,0.25,93.47
The South Indian Bank Limited,2024-07-01 00:00:00,0.9492,0.0506,0.0002,0.8102,0.23,56.93
Indian Bank,2023-10-01 00:00:00,0.9493,0.0491,0.0016,0.91,1.11,321.72
Paytm Payments Bank,2022-01-01 00:00:00,0.9495,0.0497,0.0008,0.9404,1.06,262.28
ICICI Bank,2022-07-01 00:00:00,0.9496,0.0466,0.0038,0.8964,1.71,359.49
CITI Bank,2022-02-01 00:00:00,0.9496,0.0488,0.0017,0.9905,0.04,13.65
Bank of India,2022-11-01 00:00:00,0.9497,0.0438,0.0065,0.6929,1.1,249.69
CITI Bank,2022-04-01 00:00:00,0.9497,0.0445,0.0059,0.9486,0.07,16.56
Bank of India,2022-12-01 00:00:00,0.9498,0.0481,0.002,0.7326,1.57,268.67
IDFC First Bank,2023-09-01 00:00:00,0.9498,0.0484,0.0018,0.72,0.21,63.89
IDBI Bank,2023-12-01 00:00:00,0.9499,0.038,0.0121,0.9096,0.84,139.37
State Bank of India,2024-03-01 00:00:00,0.9499,0.047,0.0032,0.9504,16.59,3557.54
South Indian Bank,2024-06-01 00:00:00,0.9499,0.0495,0.0006,0.772,0.31,54.24
Saraswat Bank,2022-06-01 00:00:00,0.9501,0.0376,0.0124,0.7977,0.07,12.07
IDBI Bank,2022-06-01 00:00:00,0.9501,0.0428,0.0071,0.8909,0.43,81.74
Punjab National Bank,2023-09-01 00:00:00,0.9501,0.0475,0.0024,0.95,1.83,526.67
Standard Chartered,2023-09-01 00:00:00,0.9503,0.0264,0.0233,0.59,0.15,23.69
Saraswat Bank,2023-06-01 00:00:00,0.9504,0.0375,0.0121,0.3336,0.1,17.31
IDBI Bank,2022-07-01 00:00:00,0.9504,0.0423,0.0073,0.9146,0.52,86
ESAF Small Finance Bank Ltd,2024-06-01 00:00:00,0.9504,0.0476,0.002,0.6714,0.14,22.93
State Bank of India,2023-08-01 00:00:00,0.9505,0.0422,0.0073,0.93,12.89,2707.09
Federal Bank,2023-04-01 00:00:00,0.9505,0.0484,0.0011,0.9007,0.49,140.58
CITI Bank,2023-01-01 00:00:00,0.9506,0.0404,0.009,0.9343,0.07,18.45
State Bank of India,2023-05-01 00:00:00,0.9507,0.045,0.0043,0.9608,8.41,2427.45
Federal Bank,2023-07-01 00:00:00,0.9507,0.0468,0.0025,1,0.402231,154.12
Bank of Baroda,2023-11-01 00:00:00,0.9507,0.0482,0.0011,0.97,2.24,721.89
The South Indian Bank Limited,2024-08-01 00:00:00,0.9507,0.0488,0.0005,0.9796,0.15,60.3
Federal Bank,2023-08-01 00:00:00,0.9508,0.0452,0.0039,0.85,0.41,166.08
ESAF Small Finance Bank Ltd,2024-08-01 00:00:00,0.9508,0.0472,0.0021,0.91,0.09,25.47
Punjab National Bank,2023-11-01 00:00:00,0.9509,0.0447,0.0044,0.98,1.76,564.71
AU Small Finance Bank,2024-02-01 00:00:00,0.9509,0.0454,0.0037,0.9533,0.21,38.8
Indian Bank,2024-02-01 00:00:00,0.951,0.0463,0.0027,0.9206,1.34,354.82
Saraswat Bank,2024-08-01 00:00:00,0.9511,0.0476,0.0013,0.9158,0.07,25.08
Punjab National Bank,2023-03-01 00:00:00,0.9511,0.0478,0.0012,0.8294,1.75,409.55
The South Indian Bank Limited,2024-09-01 00:00:00,0.9512,0.048,0.0009,0.9929,0.15,60.27
ICICI Bank,2022-01-01 00:00:00,0.9514,0.0469,0.0017,0.6988,1.22,274
Indian Bank,2024-01-01 00:00:00,0.9515,0.0447,0.0037,0.8437,1.51,348.89
DBS Bank,2022-07-01 00:00:00,0.9516,0.046,0.0024,0,0,16.62
DBS Bank,2022-08-01 00:00:00,0.9516,0.0468,0.0015,95.79,0.06,16.88
Saraswat Bank,2024-05-01 00:00:00,0.9517,0.0419,0.0064,0.7149,0.09,23.75
CITI Bank,2024-02-01 00:00:00,0.9517,0.0445,0.0037,0.9614,0.07,18.92
DBS Bank,2022-11-01 00:00:00,0.9517,0.0473,0.0011,0.5362,0.09,17.33
Indian Bank,2023-11-01 00:00:00,0.9518,0.0464,0.0018,0.9,0.92,317.62
Paytm Payments Bank,2022-02-01 00:00:00,0.9518,0.0475,0.0007,0.9464,1.06,263.34
AU Small Finance Bank,2024-01-01 00:00:00,0.9519,0.0451,0.0029,0.9513,0.17,37.48
HDFC Bank,2024-06-01 00:00:00,0.9519,0.0466,0.0015,0.2354,0.21,31.15
IDBI Bank,2023-05-01 00:00:00,0.952,0.039,0.009,0.8451,0.47,114.16
AU Small Finance Bank,2023-09-01 00:00:00,0.952,0.0454,0.0025,0.91,0.11,30.84
Indian Bank,2023-08-01 00:00:00,0.9521,0.0445,0.0033,0.76,0.94,291.98
HDFC Bank,2024-07-01 00:00:00,0.9521,0.0478,0,0.9869,3.67,1214.73
South Indian Bank,2023-09-01 00:00:00,0.9522,0.0417,0.0062,0.84,0.17,43.14
Federal Bank,2023-11-01 00:00:00,0.9522,0.0421,0.0058,0.83,0.52,172.99
Federal Bank,2023-05-01 00:00:00,0.9522,0.0471,0.0008,0.9723,0.37,149.25
ICICI Bank,2022-12-01 00:00:00,0.9523,0.036,0.0117,0.6575,3.11,426.32
Union Bank of India,2023-05-01 00:00:00,0.9523,0.0427,0.005,0.7249,2.06,587.3
State Bank of India,2023-12-01 00:00:00,0.9523,0.0434,0.0043,0.8374,12.75,3073.18
ESAF Small Finance Bank Ltd,2024-05-01 00:00:00,0.9523,0.0454,0.0023,0.99,0.07,22.91
DBS Bank,2022-05-01 00:00:00,0.9524,0.0465,0.0011,0.952,0.05,16.12
Saraswat Bank,2023-02-01 00:00:00,0.9525,0.0336,0.0139,0.848,0.04,15.08
Axis Bank,2022-01-01 00:00:00,0.9525,0.0449,0.0025,0.9779,0.96,243.68
Punjab National Bank,2023-12-01 00:00:00,0.9525,0.0459,0.0017,0.9794,2.35,607.36
DBS Bank,2022-06-01 00:00:00,0.9526,0.0451,0.0023,0.98,0.06,15.97
ICICI Bank,2024-11-01 00:00:00,0.9526,0.0456,0.0018,0.9603,1.65,651.55
AU Small Finance Bank,2023-08-01 00:00:00,0.9527,0.0469,0.0004,0.97,0.09,31.04
CITI Bank,2023-10-01 00:00:00,0.9528,0.03,0.0172,0.96,0.06,19.79
Indian Bank,2023-12-01 00:00:00,0.9528,0.0452,0.002,0.9068,1.19,338.76
HDFC Bank,2024-08-01 00:00:00,0.9528,0.0466,0.0006,0.9934,3.61,1270.59
Bank of Baroda,2024-01-01 00:00:00,0.9528,0.0468,0.0004,0.9854,2.71,781.72
Saraswat Bank,2023-07-01 00:00:00,0.9529,0.0355,0.0115,1,0.056245,17.71
HDFC Bank,2023-01-01 00:00:00,0.9529,0.0437,0.0035,0.9771,2.61,708.14
IDBI Bank,2022-02-01 00:00:00,0.9529,0.0443,0.0029,0.9067,0.43,64.77
Union Bank of India,2023-06-01 00:00:00,0.9529,0.0445,0.0026,0.8212,1.8,581.94
Punjab National Bank,2023-07-01 00:00:00,0.9529,0.0447,0.0024,1,1.605735,480.73
Federal Bank,2024-02-01 00:00:00,0.953,0.0444,0.0026,0.9465,0.69,187.9
Federal Bank,2023-10-01 00:00:00,0.953,0.0455,0.0015,0.99,0.43,175.29
Punjab National Bank,2023-06-01 00:00:00,0.9531,0.0424,0.0045,0.9469,1.85,449.87
YES Bank,2023-03-01 00:00:00,0.9531,0.0426,0.0043,0.8187,0.2,78.15
Bank of India,2023-05-01 00:00:00,0.9533,0.0415,0.0052,0.848,0.91,308.34
Bank of India,2024-01-01 00:00:00,0.9533,0.0459,0.0008,0.9149,1.48,389.29
CITI Bank,2023-02-01 00:00:00,0.9534,0.037,0.0095,0.9469,0.06,16.98
DBS Bank,2023-08-01 00:00:00,0.9534,0.0409,0.0057,0.64,0.08,23.99
Bank of India,2023-02-01 00:00:00,0.9535,0.0434,0.0032,0.8448,1.23,258.24
DBS Bank,2024-02-01 00:00:00,0.9535,0.0437,0.0027,0.7788,0.09,24.28
ESAF Small Finance Bank Ltd,2024-10-01 00:00:00,0.9535,0.0455,0.001,0.9678,0.1,27.91
Paytm Payments Bank,2022-03-01 00:00:00,0.9535,0.0462,0.0003,0.9841,0.92,313.91
HDFC Bank,2024-09-01 00:00:00,0.9536,0.0462,0.0002,0.9966,3.28,1267.31
Axis Bank,2022-03-01 00:00:00,0.9537,0.0449,0.0015,0.8278,1.31,293.88
DBS Bank,2023-02-01 00:00:00,0.9538,0.0421,0.0041,0.8764,0.08,20.16
Saraswat Bank,2022-07-01 00:00:00,0.9539,0.0419,0.0042,0,0,12.72
YES Bank,2023-12-01 00:00:00,0.9539,0.0451,0.001,0.9673,0.22,97.36
YES Bank,2023-01-01 00:00:00,0.954,0.0391,0.0069,0.9105,0.18,75.46
South Indian Bank,2023-04-01 00:00:00,0.954,0.0438,0.0022,0.9712,0.19,35.35
South Indian Bank,2024-04-01 00:00:00,0.954,0.0447,0.0012,0.9438,0.16,52.51
Axis Bank,2024-09-01 00:00:00,0.954,0.0454,0.0005,0.9918,1.7,739.08
South Indian Bank,2023-07-01 00:00:00,0.9541,0.0449,0.0011,0.9927,0.076772,40.23
Bank of India,2023-03-01 00:00:00,0.9542,0.0406,0.0053,0.768,1.32,293.39
CITI Bank,2022-10-01 00:00:00,0.9542,0.042,0.0038,0.9754,0.98,18.52
CITI Bank,2022-09-01 00:00:00,0.9543,0.0403,0.0054,0.8964,0.05,17.22
HDFC Bank,2024-06-01 00:00:00,0.9543,0.0434,0.0023,0.3691,6.03,1191.85
YES Bank,2023-08-01 00:00:00,0.9543,0.0443,0.0014,0.75,0.19,86.57
Standard Chartered,2022-08-01 00:00:00,0.9544,0.0304,0.0152,74.17,0.08,16.91
Standard Chartered,2024-10-01 00:00:00,0.9545,0.0331,0.0124,0.54,0.17,27.97
CITI Bank,2022-11-01 00:00:00,0.9545,0.0407,0.0048,0.9573,0.06,17.81
Axis Bank,2022-02-01 00:00:00,0.9545,0.0418,0.0036,0.6714,1.68,248.03
AU Small Finance Bank,2023-10-01 00:00:00,0.9545,0.0424,0.0031,0.98,0.16,33.85
Saraswat Bank,2022-10-01 00:00:00,0.9546,0.04,0.0054,0.8285,0.83,15.11
DBS Bank,2023-03-01 00:00:00,0.9546,0.0406,0.0047,0.8813,0,22.51
ESAF Small Finance Bank Ltd,2024-09-01 00:00:00,0.9546,0.0443,0.0011,0.9477,0.09,25.76
Axis Bank,2022-12-01 00:00:00,0.9547,0.0424,0.0029,0.8519,1.93,397.64
Axis Bank,2023-02-01 00:00:00,0.9547,0.045,0.0004,0.8952,1.26,367.84
Axis Bank,2024-08-01 00:00:00,0.9547,0.0453,0,0.9874,1.67,730.47
Standard Chartered,2023-04-01 00:00:00,0.9548,0.0264,0.0189,0.9628,0.1,20.58
DBS Bank,2023-04-01 00:00:00,0.9548,0.041,0.0042,0.97,0.02,22.47
YES Bank,2023-09-01 00:00:00,0.9548,0.043,0.0022,0.91,0.16,86.02
YES Bank,2023-02-01 00:00:00,0.9549,0.0413,0.0038,0.923,0.17,66.76
YES Bank,2023-10-01 00:00:00,0.9549,0.0439,0.0012,0.89,0.2,94.16
AU Small Finance Bank,2023-07-01 00:00:00,0.9549,0.0439,0.0012,0.9997,0.098094,28.65
South Indian Bank,2024-05-01 00:00:00,0.9549,0.0441,0.001,0.9082,0.14,54.78
ESAF Small Finance Bank Ltd,2024-11-01 00:00:00,0.955,0.0439,0.0011,0.9812,0.08,27.19
Bank of India,2023-04-01 00:00:00,0.9551,0.0411,0.0038,0.7104,1.57,298.42
South Indian Bank,2023-11-01 00:00:00,0.9552,0.0411,0.0037,0.93,0.09,45.79
Axis Bank,2022-05-01 00:00:00,0.9552,0.0431,0.0017,0.8406,1.15,316.26
Federal Bank,2024-01-01 00:00:00,0.9553,0.0428,0.0019,0.9372,0.65,185.9
YES Bank,2023-07-01 00:00:00,0.9553,0.043,0.0017,1,0.161788,85.79
Paytm Payments Bank,2022-04-01 00:00:00,0.9553,0.0445,0.0002,0.9958,1.04,316.18
DBS Bank,2023-10-01 00:00:00,0.9554,0.0391,0.0055,0.84,0.06,24.94
IDBI Bank,2023-09-01 00:00:00,0.9555,0.0373,0.0071,0.87,0.6,123.74
DBS Bank,2023-05-01 00:00:00,0.9555,0.0403,0.0042,0.7277,0.05,22.9
Union Bank of India,2023-11-01 00:00:00,0.9555,0.0403,0.0042,0.78,3.02,700.46
State Bank of India,2023-09-01 00:00:00,0.9555,0.0419,0.0026,0.96,9.45,2730.35
State Bank of India,2023-07-01 00:00:00,0.9555,0.0427,0.0017,0.9941,8.675316,2574.67
Axis Bank,2022-09-01 00:00:00,0.9555,0.0436,0.0009,0.8573,1.07,344.25
Federal Bank,2023-09-01 00:00:00,0.9555,0.0441,0.0004,0.97,0.34,162
Axis Bank,2024-07-01 00:00:00,0.9555,0.0445,0,0.9733,1.68,697.05
Federal Bank,2023-12-01 00:00:00,0.9556,0.0434,0.001,0.9815,0.49,184.64
IDBI Bank,2023-06-01 00:00:00,0.9557,0.0367,0.0076,0.909,0.52,113.13
IDBI Bank,2023-07-01 00:00:00,0.9557,0.0378,0.0065,0.9998,0.446276,118.46
Standard Chartered,2024-11-01 00:00:00,0.9557,0.0379,0.0064,0.81,0.08,25.87
AU Small Finance Bank,2023-11-01 00:00:00,0.9558,0.0418,0.0025,0.98,0.13,33.01
ICICI Bank,2023-06-01 00:00:00,0.9559,0.0311,0.0131,0.9121,2.53,461.74
Axis Bank,2024-06-01 00:00:00,0.9559,0.044,0.0002,0.7947,1.92,651.8
Saraswat Bank,2023-01-01 00:00:00,0.956,0.0384,0.0055,0.7467,0.05,16.14
DBS Bank,2023-01-01 00:00:00,0.956,0.0431,0.0009,0.9393,0.07,21.51
Axis Bank,2024-05-01 00:00:00,0.956,0.0439,0.0002,0.9516,1.77,627.47
CITI Bank,2023-11-01 00:00:00,0.9562,0.0326,0.0112,0.97,0.07,18.89
ICICI Bank,2023-01-01 00:00:00,0.9562,0.0334,0.0104,0.9147,2.22,421.23
State Bank of India,2024-01-01 00:00:00,0.9562,0.0419,0.0019,0.9685,11.58,3128.97
State Bank of India,2023-06-01 00:00:00,0.9562,0.0423,0.0014,0.9641,7.08,2415.09
Standard Chartered,2022-07-01 00:00:00,0.9563,0.0281,0.0156,0,0,16.55
Union Bank of India,2023-07-01 00:00:00,0.9563,0.0435,0.0001,1,1.726157,616.05
Axis Bank,2023-01-01 00:00:00,0.9564,0.0388,0.0048,0.9007,1.24,390.33
Paytm Payments Bank,2022-06-01 00:00:00,0.9564,0.043,0.0006,0.9811,0.97,307.3
Paytm Payments Bank,2022-08-01 00:00:00,0.9564,0.0434,0.0002,98.68,0.82,322.02
South Indian Bank,2024-03-01 00:00:00,0.9566,0.043,0.0004,0.9638,0.15,53.06
Paytm Payments Bank,2022-05-01 00:00:00,0.9566,0.0432,0.0002,0.9947,0.87,323.77
Saraswat Bank,2022-08-01 00:00:00,0.9567,0.0385,0.0048,91.43,0.05,13.33
Bank of India,2023-08-01 00:00:00,0.9567,0.0389,0.0045,0.81,1.16,344.29
Axis Bank,2022-10-01 00:00:00,0.9568,0.0428,0.0005,0.9266,0.93,371.17
ICICI Bank,2023-10-01 00:00:00,0.9569,0.0365,0.0066,0.85,2.06,542.07
HDFC Bank,2024-02-01 00:00:00,0.9571,0.036,0.0069,0.7552,5.35,1049.59
Saraswat Bank,2022-12-01 00:00:00,0.9572,0.0358,0.0069,0.4102,0.16,15.79
Bank of India,2023-07-01 00:00:00,0.9572,0.0414,0.0013,1,0.868259,322.25
Saraswat Bank,2024-03-01 00:00:00,0.9574,0.0394,0.0032,0.82,0.1,23.28
Axis Bank,2024-04-01 00:00:00,0.9574,0.0423,0.0003,0.9679,2.1,609.02
Saraswat Bank,2022-03-01 00:00:00,0.9575,0.0388,0.0037,0.8857,0.07,11.41
Axis Bank,2023-04-01 00:00:00,0.9575,0.0412,0.0013,0.7712,1.39,419.45
HDFC Bank,2024-05-01 00:00:00,0.9575,0.0419,0.0006,0.985,3.69,1211.41
Paytm Payments Bank,2022-07-01 00:00:00,0.9575,0.042,0.0005,0.9756,0.95,315.91
CITI Bank,2023-03-01 00:00:00,0.9576,0.0342,0.0083,0.9794,0.06,18.42
Paytm Payments Bank,2023-03-01 00:00:00,0.9576,0.0403,0.0021,0.7826,1.22,404.99
CITI Bank,2022-07-01 00:00:00,0.9576,0.0406,0.0018,0,0,17.63
ICICI Bank,2024-10-01 00:00:00,0.9576,0.042,0.0004,0.9823,1.91,709.27
HDFC Bank,2023-09-01 00:00:00,0.9578,0.0366,0.0056,0.81,3.55,912.87
DBS Bank,2023-07-01 00:00:00,0.9578,0.0398,0.0025,1,0.049484,23.19
Bank of India,2023-12-01 00:00:00,0.9578,0.0403,0.0018,0.8696,1.47,384.87
DBS Bank,2024-01-01 00:00:00,0.9578,0.0411,0.0011,0.7772,0.09,24.57
YES Bank,2023-11-01 00:00:00,0.9578,0.0416,0.0006,0.94,0.18,88.32
Bank of India,2023-10-01 00:00:00,0.9579,0.0391,0.0029,0.8,1.45,373.98
Axis Bank,2023-03-01 00:00:00,0.9579,0.0414,0.0007,0.8986,1.29,413.87
South Indian Bank,2023-06-01 00:00:00,0.9579,0.042,0.0001,0.9594,0.07,38.08
Bank of India,2023-09-01 00:00:00,0.958,0.0395,0.0025,0.81,1.06,340.89
Standard Chartered,2023-12-01 00:00:00,0.9582,0.021,0.0208,0.4875,0.19,27.13
HDFC Bank,2024-04-01 00:00:00,0.9582,0.0408,0.0009,0.9873,4.42,1157.04
Saraswat Bank,2022-11-01 00:00:00,0.9583,0.0357,0.006,0.9396,0.04,14.61
DBS Bank,2023-06-01 00:00:00,0.9583,0.0395,0.0022,0.8203,0.07,22.4
HDFC Bank,2023-08-01 00:00:00,0.9583,0.0403,0.0015,0.94,2.83,933.63
Paytm Payments Bank,2022-09-01 00:00:00,0.9583,0.0413,0.0004,0.9659,0.78,340.75
DBS Bank,2023-09-01 00:00:00,0.9586,0.0402,0.0012,0.81,0.05,23.25
Standard Chartered,2022-10-01 00:00:00,0.9589,0.0274,0.0137,0.9498,0.95,18.42
DBS Bank,2023-12-01 00:00:00,0.959,0.0408,0.0002,0.7843,0.08,24.94
Saraswat Bank,2023-05-01 00:00:00,0.9593,0.0303,0.0104,0.4217,0.04,17.68
CITI Bank,2023-07-01 00:00:00,0.9595,0.0331,0.0075,1,0.112173,19.1
HDFC Bank,2023-02-01 00:00:00,0.9596,0.0376,0.0028,0.9336,2.93,681.04
Saraswat Bank,2024-02-01 00:00:00,0.9596,0.0378,0.0025,0.834,0.08,21.03
Paytm Payments Bank,2022-12-01 00:00:00,0.9596,0.0389,0.0015,0.7244,1.94,386.5
Bank of India,2023-06-01 00:00:00,0.9596,0.0389,0.0015,0.8865,0.91,303.65
