Sr_No,UPI_Beneficiary_Banks,Date,Approved_percent,Deemed_Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Total_Volume_In_Mn
4,Axis Bank,2023-09-01 00:00:00,0.9935,0.0012,0.0035,0.003,731.82
48,Saraswat Bank,2023-11-01 00:00:00,0.9935,0.0011,0.0037,0.0028,7.23
16,IndusInd Bank,2024-07-01 00:00:00,0.9935,0.0004,0.0043,0.0022,131.62
11,Canara Bank,2023-09-01 00:00:00,0.9935,0.0012,0.0043,0.0022,234.42
29,CITI Bank,2022-04-01 00:00:00,0.9935,0.0001,0.0054,0.0011,12.75
26,South Indian Bank,2022-09-01 00:00:00,0.9935,0.0003,0.0058,0.0007,19.51
3,State Bank of India,2023-05-01 00:00:00,0.9936,0.0006,0.0024,0.0033,1021.12
7,Federal Bank,2024-05-01 00:00:00,0.9936,0.0007,0.0024,0.0041,391.25
13,Bank of India,2023-08-01 00:00:00,0.9936,0.001,0.0026,0.0038,164.1
9,Punjab National Bank,2024-05-01 00:00:00,0.9936,0.0017,0.0029,0.0036,326.47
12,Bank of India,2022-03-01 00:00:00,0.9936,0.0014,0.0032,0.0018,112.56
7,Bank of Baroda,2023-09-01 00:00:00,0.9936,0.0007,0.0034,0.003,301.81
10,Punjab National Bank,2023-03-01 00:00:00,0.9936,0.0021,0.0036,0.0007,199.08
5,ICICI Bank,2023-12-01 00:00:00,0.9936,0.0007,0.0048,0.0016,647.97
43,Saraswat Bank,2022-08-01 00:00:00,0.9937,0.0003,0.002,0.0043,5.88
13,Bank of India,2022-08-01 00:00:00,0.9937,0.0008,0.0027,0.0036,124.89
36,Punjab and Sind Bank,2023-11-01 00:00:00,0.9937,0.0021,0.0028,0.0035,13.25
12,Bank of India,2022-04-01 00:00:00,0.9937,0.0018,0.003,0.0015,113.71
9,Canara Bank,2023-01-01 00:00:00,0.9937,0.0009,0.0032,0.0022,186.89
41,Kerala Gramin Bank,2022-01-01 00:00:00,0.9937,0.0015,0.0036,0.0012,4.88
11,Punjab National Bank,2023-07-01 00:00:00,0.9937,0.0019,0.0042,0.002,222.99
40,Kerala Gramin Bank,2022-04-01 00:00:00,0.9938,0.0021,0.0029,0.0012,5.6
37,Punjab and Sind Bank,2022-05-01 00:00:00,0.9938,0.0007,0.0031,0.0024,7.54
26,Karur Vysya Bank,2023-08-01 00:00:00,0.9938,0.0008,0.004,0.0022,29.53
12,Kotak Mahindra Bank,2023-09-01 00:00:00,0.9938,0.0013,0.0045,0.0016,215.88
31,Tamilnad Mercantile Bank,2024-04-01 00:00:00,0.9939,0.0003,0.001,0.0051,23.83
2,State Bank of India,2024-09-01 00:00:00,0.9939,0.0004,0.0012,0.0049,1544.1
35,Punjab and Sind Bank,2023-09-01 00:00:00,0.9939,0.0007,0.0018,0.0042,12.67
7,Bank of Baroda,2022-10-01 00:00:00,0.9939,0.0007,0.0026,0.0028,240.33
43,Jio Payments Bank,2024-02-01 00:00:00,0.9939,0.0027,0.0026,0.0036,11.33
32,Tamilnad Mercantile Bank,2022-10-01 00:00:00,0.9939,0.0004,0.0027,0.003,11.7
15,India Post Payment Bank,2024-05-01 00:00:00,0.9939,0.0006,0.0028,0.0033,136.48
11,Kotak Mahindra Bank,2024-06-01 00:00:00,0.9939,0.0029,0.003,0.0031,275.04
26,South Indian Bank,2022-02-01 00:00:00,0.9939,0.0001,0.0044,0.0015,13.61
49,Jio Payments Bank,2023-05-01 00:00:00,0.9939,0.0004,0.0046,0.001,5.24
10,Punjab National Bank,2023-11-01 00:00:00,0.9939,0.0024,0.0047,0.0014,254.47
16,IndusInd Bank,2022-08-01 00:00:00,0.9939,0.0009,0.0048,0.0013,68.81
6,HDFC Bank,2023-10-01 00:00:00,0.9939,0.0006,0.005,0.0011,535.56
39,CITI Bank,2024-10-01 00:00:00,0.9939,0.0002,0.0055,0.0005,18.98
45,ESAF Small Finance Bank Ltd,2023-09-01 00:00:00,0.994,0.0042,0.0003,0.0057,8.66
42,Saraswat Bank,2022-07-01 00:00:00,0.994,0.0003,0.002,0.0037,5.8
9,Punjab National Bank,2024-06-01 00:00:00,0.994,0.0011,0.0027,0.0034,324.58
9,Federal Bank,2023-11-01 00:00:00,0.994,0.0004,0.0032,0.0029,266.3
16,IndusInd Bank,2024-11-01 00:00:00,0.994,0.0017,0.0032,0.0028,152.52
5,ICICI Bank,2024-07-01 00:00:00,0.994,0.0003,0.0051,0.0009,604.23
28,Bandhan Bank,2023-07-01 00:00:00,0.9941,0.0005,0.0009,0.0049,24.42
8,Union Bank of India,2023-03-01 00:00:00,0.9941,0.0011,0.0017,0.003,258.29
12,Airtel Payments Bank,2024-05-01 00:00:00,0.9941,0.0009,0.0025,0.0035,264.42
47,Rajasthan Marudhara Gramin Bank,2024-01-01 00:00:00,0.9941,0.001,0.003,0.0029,9.82
5,ICICI Bank,2022-07-01 00:00:00,0.9941,0.0007,0.0039,0.0013,449.31
34,City Union Bank,2024-11-01 00:00:00,0.9941,0.0001,0.004,0.0019,24.61
20,UCO Bank,2024-10-01 00:00:00,0.9941,0.0002,0.0047,0.0012,99.3
39,CITI Bank,2024-11-01 00:00:00,0.9941,0.0013,0.0047,0.0013,18.46
6,HDFC Bank,2023-06-01 00:00:00,0.9941,0.0004,0.0048,0.0007,479.17
10,Punjab National Bank,2023-12-01 00:00:00,0.9941,0.0011,0.0051,0.0008,270.17
37,Kerala Gramin Bank,2023-02-01 00:00:00,0.9942,0.0022,0.0019,0.0018,8.73
5,Axis Bank,2023-03-01 00:00:00,0.9942,0.0012,0.0023,0.0023,599.56
41,Saraswat Bank,2022-03-01 00:00:00,0.9942,0.0005,0.0027,0.0026,5.43
5,ICICI Bank,2022-05-01 00:00:00,0.9942,0.0008,0.0041,0.0009,432
39,Pragathi Krishna Gramin Bank,2023-12-01 00:00:00,0.9942,0.002,0.0042,0.0017,12.34
30,CITI Bank,2022-07-01 00:00:00,0.9942,0.0008,0.0043,0.0007,13.54
5,ICICI Bank,2024-01-01 00:00:00,0.9942,0.0002,0.0054,0.0004,647.71
19,Indian Overseas Bank,2022-09-01 00:00:00,0.9943,0.0024,0.0027,0.003,47.38
43,Rajasthan Marudhara Gramin Bank,2024-04-01 00:00:00,0.9943,0.0004,0.0038,0.0019,11.34
7,Bank of Baroda,2023-11-01 00:00:00,0.9943,0.001,0.0048,0.0009,317.76
6,Bank of Baroda,2024-07-01 00:00:00,0.9944,0.0047,0.0009,0.0047,455.61
13,Bank of India,2023-10-01 00:00:00,0.9944,0.0013,0.0029,0.0027,175.96
11,Federal Bank,2023-02-01 00:00:00,0.9944,0.0002,0.0031,0.0023,168.8
26,South Indian Bank,2022-04-01 00:00:00,0.9944,0.0003,0.0032,0.002,16.25
10,Punjab National Bank,2023-09-01 00:00:00,0.9944,0.0006,0.0042,0.0014,236.23
14,Indian Bank,2023-10-01 00:00:00,0.9944,0.0003,0.0046,0.001,169.62
8,Union Bank of India,2024-08-01 00:00:00,0.9945,0.0009,0.0011,0.0043,379.29
13,Bank of India,2023-02-01 00:00:00,0.9945,0.0008,0.0029,0.0018,129.73
7,Bank of Baroda,2022-04-01 00:00:00,0.9945,0.0011,0.0034,0.001,194.47
26,South Indian Bank,2023-03-01 00:00:00,0.9945,0.0002,0.0037,0.0017,24.73
8,Union Bank of India,2024-05-01 00:00:00,0.9946,0.0004,0.0011,0.0043,356.69
14,Indian Bank,2023-06-01 00:00:00,0.9946,0,0.0024,0.0029,131.25
22,Bank of Maharashtra,2024-09-01 00:00:00,0.9946,0.0011,0.0024,0.003,70.68
15,India Post Payment Bank,2024-10-01 00:00:00,0.9946,0.0005,0.0025,0.0029,191.03
24,Karnataka Bank,2024-09-01 00:00:00,0.9946,0.0003,0.0032,0.0022,53.43
8,Union Bank of India,2022-05-01 00:00:00,0.9946,0.0006,0.0035,0.0013,197.66
5,ICICI Bank,2022-06-01 00:00:00,0.9946,0.0003,0.0041,0.001,414.15
24,RBL,2024-11-01 00:00:00,0.9946,0.0006,0.0043,0.0011,52
8,Union Bank of India,2023-01-01 00:00:00,0.9947,0.0009,0.0024,0.002,241.58
9,Federal Bank,2024-02-01 00:00:00,0.9947,0.0002,0.0032,0.0021,316.08
48,Saraswat Bank,2023-10-01 00:00:00,0.9947,0.001,0.0034,0.0018,7.5
26,Karur Vysya Bank,2023-06-01 00:00:00,0.9947,0,0.0047,0.0006,26.95
32,Tamilnad Mercantile Bank,2024-08-01 00:00:00,0.9948,0.0008,0.0009,0.0043,28.01
7,Bank of Baroda,2023-03-01 00:00:00,0.9948,0.001,0.0017,0.0026,267.27
37,Kerala Gramin Bank,2023-07-01 00:00:00,0.9948,0.0026,0.002,0.0032,10.91
43,Baroda U.P. Bank,2024-09-01 00:00:00,0.9948,0.0006,0.0032,0.0021,13.13
9,Canara Bank,2022-10-01 00:00:00,0.9948,0.0005,0.004,0.0006,172.3
5,ICICI Bank,2024-10-01 00:00:00,0.9948,0.0002,0.0049,0.0003,637.79
8,Union Bank of India,2023-12-01 00:00:00,0.9949,0.0026,0.0019,0.0033,326.55
19,Indian Overseas Bank,2023-02-01 00:00:00,0.9949,0.0016,0.0025,0.001,50.96
10,Punjab National Bank,2024-01-01 00:00:00,0.9949,0.0023,0.0038,0.0013,271.75
5,ICICI Bank,2023-09-01 00:00:00,0.9949,0.0003,0.004,0.0011,625.87
5,ICICI Bank,2024-11-01 00:00:00,0.9949,0.0005,0.0041,0.001,591.09
14,Indian Bank,2023-11-01 00:00:00,0.9949,0.0004,0.0044,0.0007,167.39
1,Paytm Payments Bank,2022-07-01 00:00:00,0.9949,0,0.0049,0.0002,1469.6
2,State Bank of India,2024-11-01 00:00:00,0.995,0.0014,0.0013,0.0038,1566.68
7,Bank of Baroda,2023-04-01 00:00:00,0.995,0.0019,0.0014,0.0016,269.46
3,State Bank of India,2023-12-01 00:00:00,0.995,0.0007,0.0019,0.003,1252.21
16,IndusInd Bank,2023-02-01 00:00:00,0.995,0.0011,0.0025,0.0015,69.51
11,Federal Bank,2022-09-01 00:00:00,0.995,0.0006,0.0026,0.0024,154.93
11,Federal Bank,2023-03-01 00:00:00,0.995,0.0001,0.0031,0.0018,198.1
30,Tamilnad Mercantile Bank,2023-11-01 00:00:00,0.995,0.0003,0.0031,0.0019,18.71
5,ICICI Bank,2024-06-01 00:00:00,0.995,0.0002,0.0048,0.0002,624.6
16,IndusInd Bank,2023-03-01 00:00:00,0.9951,0.0008,0.0021,0.0021,84.66
33,Tamilnad Mercantile Bank,2022-06-01 00:00:00,0.9951,0.001,0.0024,0.0015,9.88
14,Indian Bank,2023-08-01 00:00:00,0.9951,0.0009,0.0042,0.0007,162
5,Axis Bank,2022-01-01 00:00:00,0.9951,0.0005,0.0044,0,353.13
30,Tamilnad Mercantile Bank,2023-08-01 00:00:00,0.9952,0.0001,0.0019,0.0029,17.43
35,Ujjivan Small Finance Bank,2024-10-01 00:00:00,0.9952,0.0017,0.0021,0.0027,25.03
13,Bank of India,2022-06-01 00:00:00,0.9952,0.0003,0.0027,0.0018,116.98
40,Kerala Gramin Bank,2022-03-01 00:00:00,0.9952,0.0017,0.0028,0.0004,5.65
4,Axis Bank,2023-11-01 00:00:00,0.9952,0.0007,0.0034,0.0015,856.15
5,ICICI Bank,2022-08-01 00:00:00,0.9952,0.0026,0.0037,0.0011,456.96
27,South Indian Bank,2023-12-01 00:00:00,0.9952,0.0001,0.0041,0.0007,31.89
33,Tamilnad Mercantile Bank,2024-11-01 00:00:00,0.9953,0.001,0.0009,0.0039,28.98
45,Saraswat Bank,2022-09-01 00:00:00,0.9953,0.0002,0.002,0.0027,5.67
12,Bank of India,2022-05-01 00:00:00,0.9953,0.0004,0.0028,0.0015,118.62
8,Union Bank of India,2022-04-01 00:00:00,0.9953,0.0012,0.0029,0.0007,187.25
9,Punjab National Bank,2024-07-01 00:00:00,0.9953,0.0023,0.003,0.0018,334.33
9,Federal Bank,2024-01-01 00:00:00,0.9953,0.0001,0.0034,0.0013,301.12
12,Kotak Mahindra Bank,2023-08-01 00:00:00,0.9953,0.0003,0.0043,0.0003,215.21
8,Union Bank of India,2023-05-01 00:00:00,0.9954,0.0011,0.0018,0.0017,271.63
28,South Indian Bank,2023-04-01 00:00:00,0.9954,0.0006,0.002,0.0019,24.07
15,Bank of India,2024-03-01 00:00:00,0.9954,0.0009,0.002,0.0026,197.83
35,Ujjivan Small Finance Bank,2024-11-01 00:00:00,0.9954,0.0016,0.002,0.0026,23.21
31,Tamilnad Mercantile Bank,2023-03-01 00:00:00,0.9954,0.0004,0.0025,0.0017,14.13
13,Airtel Payments Bank,2024-03-01 00:00:00,0.9954,0.0003,0.0028,0.0019,231.8
21,IDBI Bank,2024-08-01 00:00:00,0.9954,0.0014,0.0033,0.0013,70.75
32,Tamilnad Mercantile Bank,2024-05-01 00:00:00,0.9955,0.0004,0.0009,0.0036,25.26
6,Bank of Baroda,2024-08-01 00:00:00,0.9955,0.0019,0.001,0.0035,430.6
8,Union Bank of India,2023-11-01 00:00:00,0.9955,0.0012,0.0025,0.002,310.09
4,ICICI Bank,2023-02-01 00:00:00,0.9955,0.0004,0.003,0.0011,528.24
10,Punjab National Bank,2024-03-01 00:00:00,0.9955,0.0009,0.0034,0.0011,312.24
5,ICICI Bank,2024-03-01 00:00:00,0.9955,0.0004,0.004,0.0005,647.55
12,Federal Bank,2022-02-01 00:00:00,0.9956,0.0006,0.0023,0.0015,93.08
32,Tamilnad Mercantile Bank,2022-12-01 00:00:00,0.9956,0.0002,0.0026,0.0016,12.84
29,RBL,2023-07-01 00:00:00,0.9956,0.0008,0.003,0.0014,22.99
7,Bank of Baroda,2024-03-01 00:00:00,0.9956,0.0018,0.0031,0.0013,372.75
19,Indian Overseas Bank,2022-05-01 00:00:00,0.9956,0.0007,0.0035,0.0002,42.9
12,Kotak Mahindra Bank,2024-03-01 00:00:00,0.9956,0.0008,0.0038,0.0006,283.32
9,Canara Bank,2023-03-01 00:00:00,0.9957,0.001,0,0.0033,201.82
5,ICICI Bank,2023-04-01 00:00:00,0.9957,0.0008,0.0024,0.001,590.66
19,Indian Overseas Bank,2022-08-01 00:00:00,0.9957,0.0019,0.0027,0.0016,46.79
8,Union Bank of India,2022-07-01 00:00:00,0.9957,0.0004,0.0029,0.001,206.94
10,Punjab National Bank,2024-02-01 00:00:00,0.9957,0.0012,0.0033,0.0011,278.27
24,Karur Vysya Bank,2022-04-01 00:00:00,0.9957,0.0003,0.0036,0.0003,22.17
13,Bank of India,2023-09-01 00:00:00,0.9958,0.0008,0.0023,0.0019,162.61
14,Bank of India,2023-12-01 00:00:00,0.9958,0.0008,0.0024,0.0017,179.9
7,Bank of Baroda,2023-07-01 00:00:00,0.9958,0.0014,0.0025,0.0017,290.12
12,Airtel Payments Bank,2024-09-01 00:00:00,0.9958,0.0005,0.0029,0.0012,272.92
5,ICICI Bank,2024-04-01 00:00:00,0.9958,0.0002,0.004,0.0002,606.73
8,Union Bank of India,2024-07-01 00:00:00,0.9959,0.0008,0.0012,0.0029,368.24
3,State Bank of India,2024-03-01 00:00:00,0.9959,0.0004,0.0013,0.0028,1524.71
46,Saraswat Bank,2023-03-01 00:00:00,0.9959,0.0006,0.0022,0.0013,6.45
36,Punjab and Sind Bank,2022-07-01 00:00:00,0.9959,0.0003,0.0025,0.0012,8.19
13,Bank of India,2022-12-01 00:00:00,0.9959,0.0005,0.0025,0.0011,137.98
7,Bank of Baroda,2022-11-01 00:00:00,0.9959,0.0005,0.0026,0.001,233.63
23,RBL,2024-10-01 00:00:00,0.9959,0.0011,0.0027,0.0014,59.7
31,Tamilnad Mercantile Bank,2024-01-01 00:00:00,0.996,0.0002,0.0016,0.0024,20.54
13,Bank of India,2023-06-01 00:00:00,0.996,0.0005,0.0024,0.0011,148.54
27,South Indian Bank,2023-10-01 00:00:00,0.996,0.0002,0.0033,0.0007,29.03
22,IDBI Bank,2024-11-01 00:00:00,0.9961,0.0004,0.0027,0.0012,73.44
11,Federal Bank,2022-10-01 00:00:00,0.9961,0.0001,0.003,0.0008,165.64
12,Airtel Payments Bank,2024-08-01 00:00:00,0.9961,0.0003,0.003,0.0009,285.48
5,ICICI Bank,2024-05-01 00:00:00,0.9961,0.0002,0.0037,0.0002,633.5
32,CITI Bank,2022-11-01 00:00:00,0.9962,0.003,0,0.0008,11.3
33,Tamilnad Mercantile Bank,2024-10-01 00:00:00,0.9962,0.0005,0.0008,0.0029,30.48
44,ESAF Small Finance Bank Ltd,2023-12-01 00:00:00,0.9962,0.0011,0.0013,0.0024,10.01
3,State Bank of India,2023-09-01 00:00:00,0.9962,0.0004,0.0018,0.002,1118.01
47,Saraswat Bank,2023-09-01 00:00:00,0.9962,0.001,0.0022,0.0017,6.9
9,Federal Bank,2023-08-01 00:00:00,0.9962,0.0001,0.0025,0.0013,246.28
30,Karur Vysya Bank,2024-11-01 00:00:00,0.9962,0.0002,0.0025,0.0013,37.2
36,Kerala Gramin Bank,2023-12-01 00:00:00,0.9962,0.0015,0.0025,0.0012,14.38
15,India Post Payment Bank,2024-09-01 00:00:00,0.9962,0.0002,0.0026,0.0012,165.82
22,IDBI Bank,2024-10-01 00:00:00,0.9962,0.0005,0.0027,0.0011,79.09
8,Federal Bank,2024-03-01 00:00:00,0.9962,0.0001,0.0028,0.0011,370.03
11,Kotak Mahindra Bank,2024-08-01 00:00:00,0.9962,0.0007,0.0028,0.001,292.43
21,IDBI Bank,2024-05-01 00:00:00,0.9962,0.0001,0.0031,0.0007,67.45
21,Bank of Maharashtra,2024-11-01 00:00:00,0.9963,0.0003,0.0024,0.0013,85.17
11,Federal Bank,2022-08-01 00:00:00,0.9963,0.0001,0.0025,0.0011,152.1
1,Paytm Payments Bank,2022-11-01 00:00:00,0.9963,0.0002,0.0027,0.0008,1617.99
7,Bank of Baroda,2022-09-01 00:00:00,0.9963,0.0013,0.003,0.0007,225.52
7,Bank of Baroda,2022-08-01 00:00:00,0.9963,0.0006,0.0032,0.0005,221.98
7,Bank of Baroda,2023-06-01 00:00:00,0.9964,0.0008,0.0016,0.0012,274.76
3,State Bank of India,2024-01-01 00:00:00,0.9964,0.0004,0.0018,0.0018,1306.23
4,Axis Bank,2022-02-01 00:00:00,0.9964,0.001,0.0023,0.0003,338.97
15,Bank of India,2024-01-01 00:00:00,0.9964,0.0004,0.0025,0.0011,179.8
11,Airtel Payments Bank,2024-10-01 00:00:00,0.9964,0.0007,0.0029,0.0007,328.27
46,One Mobikwik Systems Limited,2023-12-01 00:00:00,0.9965,0.0001,0,0.0035,8.95
10,Punjab National Bank,2024-09-01 00:00:00,0.9965,0.0009,0.0027,0.0007,342.49
9,Federal Bank,2023-12-01 00:00:00,0.9965,0,0.0029,0.0006,291.79
9,Federal Bank,2023-10-01 00:00:00,0.9965,0,0.003,0.0004,271.01
1,Paytm Payments Bank,2022-05-01 00:00:00,0.9965,0,0.0035,0.0001,1363.19
26,RBL,2023-04-01 00:00:00,0.9965,0.0009,0.006,0.0023,35.25
2,State Bank of India,2024-07-01 00:00:00,0.9966,0.0004,0.0011,0.0023,1591.84
46,ESAF Small Finance Bank Ltd,2023-11-01 00:00:00,0.9966,0.0005,0.0017,0.0018,9.33
3,State Bank of India,2023-06-01 00:00:00,0.9966,0.0002,0.0019,0.0013,1017.11
9,Federal Bank,2023-07-01 00:00:00,0.9966,0.0001,0.0023,0.0011,229.06
7,Federal Bank,2024-07-01 00:00:00,0.9966,0,0.0025,0.0009,396.82
1,Paytm Payments Bank,2022-06-01 00:00:00,0.9966,0,0.0032,0.0003,1370.06
34,CITI Bank,2023-02-01 00:00:00,0.9967,0.0018,0,0.0015,11.09
46,ESAF Small Finance Bank Ltd,2023-10-01 00:00:00,0.9967,0.0023,0.0014,0.0019,9.26
32,Tamilnad Mercantile Bank,2022-09-01 00:00:00,0.9967,0.0003,0.0026,0.0007,11
16,IndusInd Bank,2024-09-01 00:00:00,0.9967,0.0001,0.003,0.0004,150.6
1,Paytm Payments Bank,2022-10-01 00:00:00,0.9967,0,0.0033,0.0001,1614.03
46,ESAF Small Finance Bank Ltd,2024-04-01 00:00:00,0.9968,0.0011,0.0013,0.0019,10.43
11,Federal Bank,2022-07-01 00:00:00,0.9968,0,0.0024,0.0007,137.96
1,Paytm Payments Bank,2023-03-01 00:00:00,0.9968,0.0002,0.0024,0.0006,1921.46
10,Punjab National Bank,2024-10-01 00:00:00,0.9968,0.0014,0.0028,0.0005,386
10,Federal Bank,2022-12-01 00:00:00,0.9969,0,0.0029,0.0002,175.68
44,ESAF Small Finance Bank Ltd,2024-11-01 00:00:00,0.997,0.0004,0.0018,0.0012,12.77
10,Federal Bank,2023-04-01 00:00:00,0.997,0.0005,0.0021,0.0005,202.49
13,Bank of India,2023-07-01 00:00:00,0.997,0.0003,0.0022,0.0008,155.21
10,Punjab National Bank,2024-08-01 00:00:00,0.997,0.0007,0.0029,0.0002,336.13
27,South Indian Bank,2023-07-01 00:00:00,0.9971,0.0001,0.0022,0.0006,26.01
27,South Indian Bank,2023-08-01 00:00:00,0.9971,0.0001,0.0022,0.0007,27.99
1,Paytm Payments Bank,2022-12-01 00:00:00,0.9971,0.0002,0.0022,0.0006,1726.94
3,YES Bank,2022-03-01 00:00:00,0.9971,0.0003,0.0022,0.0005,678.13
1,Paytm Payments Bank,2022-02-01 00:00:00,0.9971,0.0001,0.0027,0.0001,980.72
10,Punjab National Bank,2024-11-01 00:00:00,0.9971,0.0011,0.0027,0.0001,356.82
8,Union Bank of India,2024-06-01 00:00:00,0.9972,0.001,0.0011,0.0017,351.85
10,Federal Bank,2023-01-01 00:00:00,0.9972,0,0.0027,0.0001,178.23
8,Union Bank of India,2024-11-01 00:00:00,0.9973,0.0006,0.001,0.0017,395.19
2,State Bank of India,2024-08-01 00:00:00,0.9973,0.0003,0.0011,0.0015,1562.83
48,ESAF Small Finance Bank Ltd,2024-05-01 00:00:00,0.9973,0.0002,0.0019,0.0008,11.1
9,Federal Bank,2024-11-01 00:00:00,0.9973,0,0.0021,0.0006,387.11
4,Axis Bank,2023-10-01 00:00:00,0.9973,0.0003,0.0022,0.0005,798.18
1,Paytm Payments Bank,2023-04-01 00:00:00,0.9973,0,0.0023,0.0004,1973.67
1,Paytm Payments Bank,2023-01-01 00:00:00,0.9973,0.0001,0.0024,0.0002,1765.87
1,Paytm Payments Bank,2022-09-01 00:00:00,0.9973,0,0.0026,0.0001,1536.46
1,Paytm Payments Bank,2022-04-01 00:00:00,0.9973,0,0.0027,0.0001,1265.52
13,Federal Bank,2022-04-01 00:00:00,0.9974,0.0003,0.0014,0.0008,110.35
30,Tamilnad Mercantile Bank,2023-06-01 00:00:00,0.9974,0.0002,0.0017,0.0007,15.01
7,Federal Bank,2024-04-01 00:00:00,0.9974,0,0.0023,0.0003,373.7
13,Federal Bank,2022-03-01 00:00:00,0.9974,0,0.0024,0.0002,112.07
1,Paytm Payments Bank,2022-03-01 00:00:00,0.9974,0,0.0025,0,1210.84
32,CITI Bank,2023-03-01 00:00:00,0.9975,0.0015,0,0.001,13.9
4,Axis Bank,2022-05-01 00:00:00,0.9975,0.0003,0.0017,0.0005,450.07
9,Federal Bank,2024-10-01 00:00:00,0.9975,0,0.002,0.0004,418.03
28,South Indian Bank,2023-05-01 00:00:00,0.9975,0,0.0021,0.0004,25.43
7,Federal Bank,2024-06-01 00:00:00,0.9975,0,0.0023,0.0003,383.4
9,Federal Bank,2023-05-01 00:00:00,0.9975,0,0.0023,0.0002,216.25
7,Federal Bank,2024-08-01 00:00:00,0.9975,0,0.0024,0.0001,411.62
9,Federal Bank,2023-09-01 00:00:00,0.9975,0,0.0025,0,248.34
39,CITI Bank,2023-06-01 00:00:00,0.9976,0.001,0,0.0014,11.91
2,State Bank of India,2024-06-01 00:00:00,0.9976,0.0005,0.001,0.0014,1549.25
2,State Bank of India,2024-05-01 00:00:00,0.9976,0.0005,0.001,0.0015,1589.47
4,Axis Bank,2023-06-01 00:00:00,0.9976,0.0004,0.0011,0.0008,644.25
31,Tamilnad Mercantile Bank,2023-07-01 00:00:00,0.9976,0.0002,0.0015,0.0009,16.44
8,Union Bank of India,2023-07-01 00:00:00,0.9976,0.0003,0.0015,0.0008,279.02
4,Axis Bank,2024-01-01 00:00:00,0.9976,0.001,0.0018,0.0006,1008.43
4,Axis Bank,2022-09-01 00:00:00,0.9976,0.0003,0.0019,0.0005,504.89
1,Paytm Payments Bank,2023-02-01 00:00:00,0.9976,0.0001,0.0021,0.0002,1657.41
4,Axis Bank,2022-12-01 00:00:00,0.9977,0.0006,0.0012,0.0005,562.51
8,Union Bank of India,2023-06-01 00:00:00,0.9977,0.0002,0.0016,0.0006,267.39
2,YES Bank,2022-04-01 00:00:00,0.9978,0.0009,0.0005,0.0008,745.77
6,Bank of Baroda,2024-06-01 00:00:00,0.9978,0.0017,0.0008,0.0014,400.13
7,Federal Bank,2024-09-01 00:00:00,0.9978,0,0.0021,0.0002,398.62
39,CITI Bank,2023-11-01 00:00:00,0.9979,0,0,0.0021,10.35
43,CITI Bank,2024-05-01 00:00:00,0.9979,0.003,0,0.0021,12.1
2,YES Bank,2022-10-01 00:00:00,0.9979,0.0005,0.0003,0.0013,1219.77
5,ICICI Bank,2023-07-01 00:00:00,0.9979,0.0005,0.001,0.0012,627.95
1,Paytm Payments Bank,2023-06-01 00:00:00,0.9979,0,0.002,0.0001,2177.68
27,South Indian Bank,2023-06-01 00:00:00,0.9979,0,0.002,0.0001,24.87
1,Paytm Payments Bank,2023-05-01 00:00:00,0.9979,0.0001,0.002,0,2122.5
1,Paytm Payments Bank,2022-08-01 00:00:00,0.9979,0,0.0021,0,1504.63
32,CITI Bank,2023-01-01 00:00:00,0.998,0.0014,0,0.0006,12.32
25,One Mobikwik Systems Limited,2024-09-01 00:00:00,0.998,0.0001,0.0004,0.0016,47.98
7,Bank of Baroda,2024-01-01 00:00:00,0.998,0.0004,0.0017,0.0003,336.93
47,CITI Bank,2024-04-01 00:00:00,0.9981,0.0024,0,0.0019,9.88
2,YES Bank,2023-01-01 00:00:00,0.9981,0.0002,0.0008,0.0011,1463.71
8,Union Bank of India,2024-10-01 00:00:00,0.9981,0.0005,0.001,0.0009,420.82
4,Axis Bank,2023-08-01 00:00:00,0.9981,0.0007,0.0013,0.0006,733.96
49,CITI Bank,2023-12-01 00:00:00,0.9982,0.0022,0,0.0018,7.31
2,YES Bank,2022-12-01 00:00:00,0.9982,0.0001,0.0006,0.0011,1309.96
4,Axis Bank,2023-01-01 00:00:00,0.9982,0.0002,0.0011,0.0005,557.09
4,Axis Bank,2022-11-01 00:00:00,0.9982,0.0003,0.0011,0.0004,541.43
1,Paytm Payments Bank,2023-08-01 00:00:00,0.9982,0,0.0013,0.0005,2505.7
1,Paytm Payments Bank,2023-07-01 00:00:00,0.9982,0,0.0017,0.0001,2331.83
39,CITI Bank,2023-08-01 00:00:00,0.9983,0.0013,0,0.0017,10.05
41,CITI Bank,2023-09-01 00:00:00,0.9983,0.0016,0,0.0017,9.77
5,Axis Bank,2023-02-01 00:00:00,0.9983,0.0002,0.0014,0.0001,516.94
2,Paytm Payments Bank,2024-03-01 00:00:00,0.9983,0,0.0016,0.0002,2490.22
44,CITI Bank,2024-02-01 00:00:00,0.9984,0.0024,0,0.0016,10.68
38,CITI Bank,2023-07-01 00:00:00,0.9985,0.0012,0,0.0015,10.78
2,YES Bank,2023-02-01 00:00:00,0.9985,0.0001,0.0011,0.0003,1186.1
44,CITI Bank,2024-03-01 00:00:00,0.9986,0.0017,0,0.0014,11.77
3,Axis Bank,2024-10-01 00:00:00,0.9986,0.0001,0.0006,0.0007,1647.89
7,Bank of Baroda,2024-11-01 00:00:00,0.9986,0.0004,0.0006,0.0007,417.34
